id	symbols	category	source	source_lines	english	zh	status	note
2701	IDS_MISSION_01_BRIEF	mission	CRES.DLL	to2:232	The meeting is scheduled to take place at the estate of an enigmatic figure known only as The Director. Cate will have to infiltrate the estate grounds, locate the main house, and find the window Hatori-san indicated on the map. This vantage should allow her to take the photographs she needs without exposing herself to unnecessary risk.\n\nOnce she's obtained the photos, she must return to the bridge where Yamata-san is waiting. A UNITY intercept team is standing by to evacuate her to Tokyo when the mission is complete.	会议预定在一位仅以“局长”为人所知的神秘人物宅邸中举行。凯特必须潜入宅邸范围，找到主宅，并寻找羽鸟先生在地图上标出的那扇窗户。从那里观察，应该能让她在无风险的情况下拍到所需照片。\n\n取得照片后，她必须返回山田先生等候的桥边。任务完成后，一支UNITY拦截小队会在那里接应，并将她撤往东京。		
2702	IDS_MISSION_02_BRIEF	mission	CRES.DLL	to2:233	Spy plane photographs show a run-down, understaffed military base, but Mr. Barnes warns that this decrepitude is likely a ruse. Although the Americans often greatly overestimate Soviet military capacity, UNITY isn't taking any chances.\n\nThe first phase of Cate's mission is to facilitate her own escape. A little sabotage should go a long way toward preventing reinforcements from being called in.\n\nSanta has enlisted a pilot who is familiar with the region to get Cate in and out. She must protect him at all costs.	间谍飞机拍摄的照片显示，这是一座年久失修、人员不足的军事基地，但巴恩斯先生警告说，这种破败景象很可能只是伪装。尽管美国人经常严重高估苏联的军事实力，但UNITY仍不打算冒任何风险。\n\n凯特任务的第一阶段，是为自己的撤离创造条件。进行一些破坏，应该能有效阻止敌方呼叫增援。\n\n圣诞老人找来了一名熟悉当地情况的飞行员，负责接送凯特。她必须不惜一切代价保护他。		
2703	IDS_MISSION_03_BRIEF	mission	CRES.DLL	to2:234	After analyzing the Americans' intelligence data, UNITY is convinced that Project: Omega is headquartered in the Main Records Building at the center of the compound. Security will be tight, so it won't be easy for Cate to reach the target site, let alone get inside and recover the data she requires.\n\nFortunately, she's going in under the cover of night, which should afford some small advantage.	分析完美国方面的情报数据后，UNITY确信欧米伽计划的核心位于基地中央的主档案大楼。那里戒备森严，凯特想接近目标地点已非易事，更别说进入内部并取得所需数据了。\n\n幸运的是，她将在夜色掩护下潜入，这多少能给她带来一点优势。		
2704	IDS_MISSION_04_BRIEF	mission	CRES.DLL	to2:239	Now that Cate has recovered information on Project: Omega, she faces the even greater challenge of getting it out of the Soviet Union. To complicate matters further, both the Russians and H.A.R.M. are hunting for her.\n\nShe'll have to cross her fingers and hope that her meticulous preparations pay off. The night is about to light up.	凯特虽然已经取得了欧米伽计划的情报，却还面临着更艰巨的挑战：如何将情报带出苏联。更麻烦的是，苏联人和H.A.R.M.都在追捕她。\n\n她只能祈祷自己周密的准备能够奏效。今夜即将火光冲天。		
2705	IDS_MISSION_05_BRIEF	mission	CRES.DLL	to2:240	Without any other compelling leads to follow, Cate heads to Akron, Ohio to search for clues at the former residence of the notorious Melvin Blitzny. Blitzny, a vacuum cleaner salesman by trade, had been groomed to assume the identity of UNITY operative Tom Goodman as part of H.A.R.M.'s last despicable plot. He met his end at the hands of his own mentor.\n\nWhatever trepidation Cate may feel at entering the domain of this treacherous man must be set aside if she is to achieve her goal.	由于没有其他更有价值的线索可供追查，凯特前往俄亥俄州阿克伦，在臭名昭著的梅尔文·布利茨尼故居搜寻线索。布利茨尼原本是一名吸尘器推销员。为了实施上一场卑劣的阴谋，H.A.R.M.将他培养成UNITY特工汤姆·古德曼的替身，准备让他冒用古德曼的身份，最终他却死在了自己导师手中。\n\n无论进入这个奸诈之人的住所让凯特感到多么不安，为了达成目标，她都必须抛开顾虑。		
2706	IDS_MISSION_06_BRIEF	mission	CRES.DLL	to2:241	Magnus Armstrong has contacted his old friend Kamal, a disillusioned H.A.R.M. operative in India who promises his assistance. While Kamal isn't familiar with Project: Omega, he's certain any pertinent information can be found in the central vault at the Indian headquarters.\n\nBruno has concluded that a direct infiltration of the compound is too risky given the intense security Cate would likely face. Therefore, Kamal will help her accomplish perhaps her strangest objective thus far: to get a job with H.A.R.M. Once hired, she'll have the security clearance necessary to move about the compound freely.	马格努斯·阿姆斯特朗联系了自己的老朋友卡马尔。卡马尔是一名对H.A.R.M.心灰意冷的印度特工，并承诺提供协助。虽然他不了解欧米伽计划，但他确信，所有相关情报都能在印度总部的中央金库中找到。\n\n布鲁诺认为，考虑到凯特可能面对的严密安保，直接潜入总部的风险太大。因此，卡马尔会帮助她完成迄今为止或许最离奇的目标：设法进入H.A.R.M.工作。一旦被录用，她就能获得所需的安全权限，在总部内自由活动。		
2707	IDS_MISSION_07_BRIEF	mission	CRES.DLL	to2:242	Having proven her value to H.A.R.M., Cate has secured a job with the very organization she has vowed to destroy. A higher security clearance should help her get close to the prize: the main vault. There she hopes to find the missing piece of the puzzle.\n\nUnfortunately, the vault is off limits to all but the highest ranking H.A.R.M. employees, so the biggest challenge still lies ahead. If only she could have unearthed better intelligence about the security countermeasures she must face.	凯特向H.A.R.M.证明了自己的价值，成功进入了这个她发誓要摧毁的组织。更高级别的安全权限，应该能帮助她接近真正的目标——主金库。她希望能在那里找到拼图中缺失的最后一块。\n\n遗憾的是，只有H.A.R.M.最高级别的员工才有权进入金库，因此最严峻的挑战仍在前方。要是她能提前获得更多关于安保措施的情报就好了。		
2708	IDS_MISSION_08_BRIEF	mission	CRES.DLL	to2:243	The trail of clues has led Cate and Armstrong to a secret facility in Antarctica where H.A.R.M. is conducting Project: Omega. Once they discover its actual nature, they can plot a means of disrupting it.\n\nAssuming they don't strangle each other first.	线索将凯特和阿姆斯特朗引向了南极洲的一处秘密设施，H.A.R.M.正在那里实施欧米伽计划。只要查明计划的真正内容，他们就能设法将其破坏。\n\n前提是两人不会先掐死对方。		
2709	IDS_MISSION_09_BRIEF	mission	CRES.DLL	to2:244	Because of Cate's success in India, The Director has ordered the destruction of H.A.R.M.'s Indian headquarters as punishment. The attack will provide an ideal field test for the super soldiers before they are sent to Khios on their primary mission.\n\nAlthough Cate has recovered vital information on Project: Omega, she has decided to proceed directly to India in hopes of averting the tragedy that is likely to unfold once the assault begins.	由于凯特在印度取得成功，局长下令摧毁H.A.R.M.印度总部，以示惩罚。在将超级士兵派往希俄斯执行主要任务前，这次袭击正好可以作为一次理想的实战测试。\n\n尽管凯特已经取得了关于欧米伽计划的重要情报，她仍决定立即赶往印度，希望能在进攻开始、悲剧发生之前阻止这一切。		
3100	IDS_HINT_3100	mission	CRES.DLL	to2:6795	Tip: You can use the space bar to skip movie sequences, although it is recommended that you watch each movie the first time it plays. Note that you can turn Load Screen tips off in the Options - Game menu.	提示：你可以按“空格键”跳过过场动画，不过建议第一次播放时完整观看。你也可以在“选项—游戏”菜单中关闭载入界面提示。		
3101	IDS_HINT_3101	mission	CRES.DLL	to2:6796	Tip: If you're not sure what to do next, check the Mission screen (default hotkey: Tab) to see your objectives. Also, the compass in the upper right of your screen often indicates important destinations.	提示：不确定下一步该做什么时，可以查看“任务”界面（默认快捷键：Tab），确认当前目标。此外，屏幕右上角的指南针也经常会标示重要地点。	done	
3102	IDS_HINT_3102	mission	CRES.DLL	to2:6797	Tip: You can usually run and hide instead of fighting. Enemies can lose track of you at intersections if they didn't see which way you went. You can also escape by finding a Hiding Place.	提示：通常情况下，你可以选择逃跑并躲藏，而不是正面交战。如果敌人没有看清你去了哪个方向，就可能在岔路口跟丢你。你也可以通过寻找藏身处来摆脱追兵。		
3103	IDS_HINT_3103	mission	CRES.DLL	to2:6798	Tip: Always search bodies for valuable items. You must hold down the Action button until the progress bar disappears in order to collect everything an enemy is carrying.	提示：务必搜查尸体，获取有价值的物品。你必须持续按住“操作”键，直到进度条消失，才能拿走敌人携带的全部物品。		
3104	IDS_HINT_3104	mission	CRES.DLL	to2:6803	Tip: Be sure to spend your Skill Points to improve your abilities. Keep in mind that you can earn extra skill points by accomplishing optional objectives or finding intelligence items and Spy Training Manuals.	提示：记得使用技能点提升能力。完成可选目标，或找到情报物品和《间谍训练手册》，都可以获得额外技能点。		
3105	IDS_HINT_3105	mission	CRES.DLL	to2:6804	Tip: If you find the game too difficult or not challenging enough, adjust the difficulty setting in the Options menu. You might also reevaluate your tactics if you're charging headlong into combat.	提示：如果你觉得游戏太难，或者缺乏挑战性，可以在“选项”菜单中调整难度设置。要是你总是迎头冲进战斗，也不妨重新考虑一下自己的战术。		
3106	IDS_HINT_3106	mission	CRES.DLL	to2:6805	Tip: You may occasionally have to obtain special items to accomplish an objective. Consult the Inventory screen (default hotkey: N) to see items you're carrying and examine them for clues.	提示：有时你需要取得特殊物品才能完成目标。请查看“物品栏”界面（默认快捷键：N），确认当前携带的物品，并仔细检查其中是否藏有线索。		
3107	IDS_HINT_3107	mission	CRES.DLL	to2:6806	Tip: Shooting a Tracking Device at an enemy will mark his or her position on your radar, making it easier for you to time your movements and to elude pursuers.	提示：向敌人发射追踪装置后，Ta的位置会显示在雷达上，方便你掌握行动时机并甩开追兵。		
3108	IDS_HINT_3108	mission	CRES.DLL	to2:6807	Tip: Some weapons accommodate multiple varieties of ammunition. Use the Change Ammo key (default: F) to cycle through available ammo types or consult the Equipment screen (default: M).	提示：部分武器可以使用多种弹药。按“切换弹药”键（默认：F）可在现有弹药类型之间切换，也可以查看“装备”界面（默认快捷键：M）。		
3109	IDS_HINT_3109	mission	CRES.DLL	to2:6808	Tip: Use the Intelligence screen (default: I) to examine any maps you've collected. By studying landmarks and using your compass, you should be able to figure out where you are and where you need to go.	提示：你可以在“情报”界面（默认快捷键：I）查看已经收集到的地图。只要观察地标并结合指南针，就应该能判断自己身在何处，以及下一步该去哪里。		
3300	IDS_NAMES_3300	name	CRES.DLL	to2:6898	<NAMES>			
3301	IDS_NAMES_3301	name	CRES.DLL	to2:6899	Bruno	布鲁诺		
3302	IDS_NAMES_3302	name	CRES.DLL	to2:6900	Dr. Schenker	申克博士		
3303	IDS_NAMES_3303	name	CRES.DLL	to2:6901	Mr. Jones	琼斯先生		
3304	IDS_NAMES_3304	name	CRES.DLL	to2:6902	Armstrong	阿姆斯特朗		
3305	IDS_NAMES_3305	name	CRES.DLL	to2:6903	Yamata-san	山田先生		
3306	IDS_NAMES_3306	name	CRES.DLL	to2:6904	Hawkins	霍金斯		
3307	IDS_NAMES_3307	name	CRES.DLL	to2:6905	Barnes	巴恩斯		
3308	IDS_NAMES_3308	name	CRES.DLL	to2:6906	Kamal	卡马尔		
3309	IDS_NAMES_3309	name	CRES.DLL	to2:6907	Banerjee	班纳吉		
3310	IDS_NAMES_3310	name	CRES.DLL	to2:6908	Harij	哈里吉		
3311	IDS_NAMES_3311	name	CRES.DLL	to2:6909	Pilot	飞行员		
3312	IDS_NAMES_3312	name	CRES.DLL	to2:6914	Santa	圣诞老人		
3313	IDS_NAMES_3313	name	CRES.DLL	to2:6915	Police	警察		
3314	IDS_NAMES_3314	name	CRES.DLL	to2:6916	Hatori-san	羽鸟先生		
3315	IDS_NAMES_3315	name	CRES.DLL	to2:6917	Malpani	马尔帕尼		
3316	IDS_NAMES_3316	name	CRES.DLL	to2:6918	Spencer	斯宾塞		
3317	IDS_NAMES_3317	name	CRES.DLL	to2:6919	Cate	凯特		
4750	IDS_KEY_DESC_4750	other	CRES.DLL	to2:2537	<KEY ITEM DESCRIPTIONS>			
4751	IDS_KEY_DESC_4751	other	CRES.DLL	to2:2538	A rusty flat head screwdriver.	一把生锈的一字螺丝刀。		
4752	IDS_KEY_DESC_4752	other	CRES.DLL	to2:2543	A 60 watt light bulb.	一个60瓦的灯泡。		
4753	IDS_KEY_DESC_4753	other	CRES.DLL	to2:2544	Grimy AA batteries. They seem to have run out of juice.	沾满污垢的AA电池，似乎已经没电了。		
4754	IDS_KEY_DESC_4754	other	CRES.DLL	to2:2545	Shiny new AA batteries.	崭新的AA电池。		
4755	IDS_KEY_DESC_4755	other	CRES.DLL	to2:2546	A briefcase to be delivered to Hatori-san.	一个要交给羽鸟先生的公文包。		
4756	IDS_KEY_DESC_4756	other	CRES.DLL	to2:2547	You can use this fuel for the snowmobile.	这些燃料可以给雪地摩托使用。		
4757	IDS_KEY_DESC_4757	other	CRES.DLL	to2:2548	This fuse appears to be in good condition.	这个保险丝看起来完好无损。		
4758	IDS_KEY_DESC_4758	other	CRES.DLL	to2:2549	An ordinary key ring with several different keys.	一个普通的钥匙环，上面挂着几把不同的钥匙。		
4759	IDS_KEY_DESC_4759	other	CRES.DLL	to2:2550	A coil of copper wire for electrical work.	一卷用于电气作业的铜线。		
5000	IDS_MISSION_OBJ_5000	mission_objective	CRES.DLL	to2:307	<CHAPTER 1 & 2 OBJECTIVES>			
5001	IDS_MISSION_OBJ_5001	mission_objective	CRES.DLL	to2:308	Rendezvous with Hatori-san.	与羽鸟先生会合。		
5002	IDS_MISSION_OBJ_5002	mission_objective	CRES.DLL	to2:309	Discover the new location for the meeting.	查明会议的新地点。		
5003	IDS_MISSION_OBJ_5003	mission_objective	CRES.DLL	to2:310	Report back to Hatori-san.	向羽鸟先生汇报。		
5004	IDS_MISSION_OBJ_5004	mission_objective	CRES.DLL	to2:311	Infiltrate the estate grounds.	潜入宅邸范围。		
5005	IDS_MISSION_OBJ_5005	mission_objective	CRES.DLL	to2:312	Photograph the meeting.	拍摄会议现场。		
5006	IDS_MISSION_OBJ_5006	mission_objective	CRES.DLL	to2:313	Return to Yamata-san at the bridge.	返回桥边与山田先生会合。		
5007	IDS_MISSION_OBJ_5007	mission_objective	CRES.DLL	to2:314	Recover remaining three pages of this letter.	找回这封信剩余的三页。		
5008	IDS_MISSION_OBJ_5008	mission_objective	CRES.DLL	to2:2235	Deliver briefcase to Hatori-san.	将公文包交给羽鸟先生。		
5009	IDS_MISSION_OBJ_5009	mission_objective	CRES.DLL	to2:2236	Erase three dead drop chalk marks.	清除三处秘密投递点的粉笔标记。		
5010	IDS_MISSION_OBJ_5010	mission_objective	CRES.DLL	to2:2237	Try not to let enemies sound the alarm.	尽量别让敌人拉响警报。		
5011	IDS_MISSION_OBJ_5011	mission_objective	CRES.DLL	to2:2238	Recover six pages of UNITY field manual.	找回UNITY外勤手册的六页内容。		
5012	IDS_MISSION_OBJ_5012	mission_objective	CRES.DLL	to2:2239	Photograph Hatori-san.	给羽鸟先生拍照。		
5013	IDS_MISSION_OBJ_5013	mission_objective	CRES.DLL	to2:2240	Recover all four pages of the UNITY field manual.	找回UNITY外勤手册的全部四页内容。		
5014	IDS_MISSION_OBJ_5014	mission_objective	CRES.DLL	to2:2241	FAILED: Photograph the meeting.	失败：未能拍摄会议现场。		
5015	IDS_MISSION_OBJ_5015	mission_objective	CRES.DLL	to2:2242	Don't let any alarms be sounded in the yard around the main house.	不要触发主宅周围庭院内的任何警报。		
5016	IDS_MISSION_OBJ_5016	mission_objective	CRES.DLL	to2:2243	Don't make any suspicious noise near the window!	不要在窗户附近发出任何可疑声响！		
5017	IDS_MISSION_OBJ_5017	mission_objective	CRES.DLL	to2:2244	<add objective>			
5018	IDS_MISSION_OBJ_5018	mission_objective	CRES.DLL	to2:2245	<add objective>			
5019	IDS_MISSION_OBJ_5019	mission_objective	CRES.DLL	to2:2246	<add objective>			
6500	IDS_MISSIONFAILURE	mission_failure	CRES.DLL	to2:349	Unacceptable civilian casualties!	平民伤亡过多，无法接受！		
6501	IDS_MISSIONFAILURE2	mission_failure	CRES.DLL	to2:350	You killed a civilian!	你杀害了一名平民！		
6502	IDS_MISSIONFAILURE3	mission_failure	CRES.DLL	to2:351	You were apprehended!	你被逮捕了！		
6503	IDS_MISSIONFAILURE4	mission_failure	CRES.DLL	to2:352	You were sucked into the tornado!	你被龙卷风卷走了！		
6504	IDS_MISSIONFAILURE5	mission_failure	CRES.DLL	to2:353	You cut the wrong circuit!	你切错了线路！		
6505	IDS_MISSIONFAILURE6	mission_failure	CRES.DLL	to2:354	You died!	你死了！		
6506	IDS_MISSIONFAILURE7	mission_failure	CRES.DLL	to2:355	UNITY Headquarters has been destroyed!	UNITY总部被摧毁了！		
6507	IDS_MISSIONFAILURE8	mission_failure	CRES.DLL	to2:356	You killed your pilot!	你杀死了飞行员！		
6508	IDS_MISSIONFAILURE9	mission_failure	CRES.DLL	to2:357	You died!	你死了！		
6509	IDS_MISSIONFAILURE10	mission_failure	CRES.DLL	to2:358	You died!	你死了！		
6510	IDS_MISSIONFAILURE11	mission_failure	CRES.DLL	to2:359	You killed Hatori-san!	你杀死了羽鸟先生！		
6511	IDS_MISSIONFAILURE12	mission_failure	CRES.DLL	to2:360	You allowed Hatori-san to be killed!	你没能阻止羽鸟先生遇害！		
6512	IDS_MISSIONFAILURE13	mission_failure	CRES.DLL	to2:4881	You killed Armstrong!	你杀死了阿姆斯特朗！		
6513	IDS_MISSIONFAILURE14	mission_failure	CRES.DLL	to2:4882	You allowed Armstrong to die!	你没能阻止阿姆斯特朗死亡！		
6514	IDS_MISSIONFAILURE15	mission_failure	CRES.DLL	to2:4883	You killed your pilot! Now you can't go home!	你杀死了飞行员！现在你回不了家了！		
6515	IDS_MISSIONFAILURE16	mission_failure	CRES.DLL	to2:4884	You allowed your pilot to be killed! 	你没能阻止飞行员遇害！		
6516	IDS_MISSIONFAILURE17	mission_failure	CRES.DLL	to2:4885	Armstrong died!	阿姆斯特朗死了！		
